384 Plate,384 Position,384 Position,Type,96 Plate Type,96 Plate,96 Position,Amplicon,Gene,Size
EJ_Assay1,L08,R12C8,Amp,Q4,EJ_1Q4,F04,DRSC32258 ,RpS24 ,152
EJ_Assay1,L09,R12C9,GFP,Q3,EJ_1Q3,F05,,,
EJ_Assay1,L10,R12C10,Amp,Q4,EJ_1Q4,F05,DRSC32310 ,Rcd5 ,321
EJ_Assay1,L11,R12C11,Amp,Q3,EJ_1Q3,F06,DRSC31394 ,Pp2A-29B ,338
EJ_Assay1,L12,R12C12,Amp,Q4,EJ_1Q4,F06,DRSC32464 ,eff ,235
EJ_Assay1,L13,R12C13,Amp,Q3,EJ_1Q3,F07,DRSC31441 ,CG10107 ,366
EJ_Assay1,L14,R12C14,Amp,Q4,EJ_1Q4,F07,DRSC32530 ,RpL10 ,161
EJ_Assay1,L15,R12C15,Amp,Q3,EJ_1Q3,F08,DRSC31666 ,sar1 ,216
EJ_Assay1,L16,R12C16,Amp,Q4,EJ_1Q4,F08,DRSC32544 ,RpL18 ,263
EJ_Assay1,L17,R12C17,Amp,Q3,EJ_1Q3,F09,DRSC31856 ,hoip ,222
EJ_Assay1,L18,R12C18,Amp,Q4,EJ_1Q4,F09,DRSC32556 ,RpL36 ,152
EJ_Assay1,L19,R12C19,Amp,Q3,EJ_1Q3,F10,DRSC32076 ,CG5385 ,220
EJ_Assay1,L20,R12C20,Amp,Q4,EJ_1Q4,F10,DRSC32571 ,RpLP1 ,174
EJ_Assay1,L21,R12C21,Amp,Q3,EJ_1Q3,F11,DRSC32138 ,Hsc70-4 ,214
EJ_Assay1,L22,R12C22,GFP,Q4,EJ_1Q4,F11,,,
EJ_Assay1,L23,R12C23,EMPTY,Q3,EJ_1Q3,F12,,,
EJ_Assay1,L24,R12C24,EMPTY,Q4,EJ_1Q4,F12,,,
EJ_Assay1,M01,R13C1,EMPTY,Q1,EJ_1Q1,G01,,,
EJ_Assay1,M02,R13C2,EMPTY,Q2,EJ_1Q2,G01,,,
EJ_Assay1,M03,R13C3,LacZ,Q1,EJ_1Q1,G02,,,
EJ_Assay1,M04,R13C4,Amp,Q2,EJ_1Q2,G02,DRSC39295 ,l(1)G0196 ,460
EJ_Assay1,M05,R13C5,Amp,Q1,EJ_1Q1,G03,DRSC17009 ,nAcRalpha-96Ab ,517
EJ_Assay1,M06,R13C6,Amp,Q2,EJ_1Q2,G03,DRSC26133 ,CG8290 ,542
EJ_Assay1,M07,R13C7,Amp,Q1,EJ_1Q1,G04,DRSC03037 ,CG7236 ,495
EJ_Assay1,M08,R13C8,Amp,Q2,EJ_1Q2,G04,DRSC28366 ,CG17612 ,477
EJ_Assay1,M09,R13C9,Amp,Q1,EJ_1Q1,G05,DRSC07455 ,Lcp1 ,210
EJ_Assay1,M10,R13C10,Amp,Q2,EJ_1Q2,G05,DRSC38745 ,CG34180 ,240
EJ_Assay1,M11,R13C11,Amp,Q1,EJ_1Q1,G06,DRSC15453 ,CD98hc ,512
EJ_Assay1,M12,R13C12,Amp,Q2,EJ_1Q2,G06,DRSC39753 ,l(2)08717 ,482
EJ_Assay1,M13,R13C13,Amp,Q1,EJ_1Q1,G07,DRSC18659 ,dgt4 ,501
EJ_Assay1,M14,R13C14,Amp,Q2,EJ_1Q2,G07,DRSC23384 ,CR11700 ,159
EJ_Assay1,M15,R13C15,empty,Q1,EJ_1Q1,G08,,,
EJ_Assay1,M16,R13C16,Amp,Q2,EJ_1Q2,G08,DRSC30669 ,Pvr ,258
EJ_Assay1,M17,R13C17,Amp,Q1,EJ_1Q1,G09,DRSC01617 ,CG31742 ,510
EJ_Assay1,M18,R13C18,Amp,Q2,EJ_1Q2,G09,DRSC30715 ,mts ,208
EJ_Assay1,M19,R13C19,Amp,Q1,EJ_1Q1,G10,DRSC41318 ,CG5835 ,217
EJ_Assay1,M20,R13C20,Amp,Q2,EJ_1Q2,G10,DRSC30797 ,Rho1 ,139
EJ_Assay1,M21,R13C21,Amp,Q1,EJ_1Q1,G11,DRSC07496 ,Orc1 ,492
EJ_Assay1,M22,R13C22,Amp,Q2,EJ_1Q2,G11,DRSC30874 ,Cdc27 ,266
EJ_Assay1,M23,R13C23,EMPTY,Q1,EJ_1Q1,G12,,,
EJ_Assay1,M24,R13C24,EMPTY,Q2,EJ_1Q2,G12,,,
EJ_Assay1,N01,R14C1,EMPTY,Q3,EJ_1Q3,G01,,,
EJ_Assay1,N02,R14C2,EMPTY,Q4,EJ_1Q4,G01,,,
EJ_Assay1,N03,R14C3,Amp,Q3,EJ_1Q3,G02,DRSC30911 ,Spc105R ,208
EJ_Assay1,N04,R14C4,Amp,Q4,EJ_1Q4,G02,DRSC32223 ,Tig ,227
EJ_Assay1,N05,R14C5,Amp,Q3,EJ_1Q3,G03,DRSC30994 ,Caf1 ,213
EJ_Assay1,N06,R14C6,Amp,Q4,EJ_1Q4,G03,DRSC32242 ,RpL24 ,164
EJ_Assay1,N07,R14C7,Amp,Q3,EJ_1Q3,G04,DRSC31019 ,eIF-1A ,190
EJ_Assay1,N08,R14C8,Amp,Q4,EJ_1Q4,G04,DRSC32260 ,RpS27 ,180
EJ_Assay1,N09,R14C9,Amp,Q3,EJ_1Q3,G05,DRSC31277 ,tsr ,211
EJ_Assay1,N10,R14C10,empty,Q4,EJ_1Q4,G05,,,
EJ_Assay1,N11,R14C11,Amp,Q3,EJ_1Q3,G06,DRSC31414 ,Act57B ,160
EJ_Assay1,N12,R14C12,Amp,Q4,EJ_1Q4,G06,DRSC32487 ,l(2)06225 ,159
EJ_Assay1,N13,R14C13,Amp,Q3,EJ_1Q3,G07,DRSC31543 ,CG11138 ,312
EJ_Assay1,N14,R14C14,Amp,Q4,EJ_1Q4,G07,DRSC32539 ,RpL11 ,383
EJ_Assay1,N15,R14C15,Amp,Q3,EJ_1Q3,G08,DRSC31694 ,vih ,219
EJ_Assay1,N16,R14C16,Amp,Q4,EJ_1Q4,G08,DRSC32546 ,RpL18A ,186
EJ_Assay1,N17,R14C17,Amp,Q3,EJ_1Q3,G09,DRSC31863 ,pont ,332
EJ_Assay1,N18,R14C18,Amp,Q4,EJ_1Q4,G09,DRSC32557 ,RpL37A ,165
EJ_Assay1,N19,R14C19,Amp,Q3,EJ_1Q3,G10,DRSC32078 ,pix ,271
EJ_Assay1,N20,R14C20,Amp,Q4,EJ_1Q4,G10,DRSC32572 ,RpLP2 ,131
EJ_Assay1,N21,R14C21,Thread,Q3,EJ_1Q3,G11,,,
EJ_Assay1,N22,R14C22,Amp,Q4,EJ_1Q4,G11,DRSC32667 ,CG42286 ,204
EJ_Assay1,N23,R14C23,EMPTY,Q3,EJ_1Q3,G12,,,
EJ_Assay1,N24,R14C24,EMPTY,Q4,EJ_1Q4,G12,,,
EJ_Assay1,O01,R15C1,EMPTY,Q1,EJ_1Q1,H01,,,
EJ_Assay1,O02,R15C2,EMPTY,Q2,EJ_1Q2,H01,,,
EJ_Assay1,O03,R15C3,EMPTY,Q1,EJ_1Q1,H02,,,
EJ_Assay1,O04,R15C4,EMPTY,Q2,EJ_1Q2,H02,,,
EJ_Assay1,O05,R15C5,EMPTY,Q1,EJ_1Q1,H03,,,
EJ_Assay1,O06,R15C6,EMPTY,Q2,EJ_1Q2,H03,,,
EJ_Assay1,O07,R15C7,EMPTY,Q1,EJ_1Q1,H04,,,
EJ_Assay1,O08,R15C8,EMPTY,Q2,EJ_1Q2,H04,,,
EJ_Assay1,O09,R15C9,EMPTY,Q1,EJ_1Q1,H05,,,
EJ_Assay1,O10,R15C10,EMPTY,Q2,EJ_1Q2,H05,,,
EJ_Assay1,O11,R15C11,EMPTY,Q1,EJ_1Q1,H06,,,
EJ_Assay1,O12,R15C12,EMPTY,Q2,EJ_1Q2,H06,,,
EJ_Assay1,O13,R15C13,EMPTY,Q1,EJ_1Q1,H07,,,
EJ_Assay1,O14,R15C14,EMPTY,Q2,EJ_1Q2,H07,,,
EJ_Assay1,O15,R15C15,EMPTY,Q1,EJ_1Q1,H08,,,
EJ_Assay1,O16,R15C16,EMPTY,Q2,EJ_1Q2,H08,,,
EJ_Assay1,O17,R15C17,EMPTY,Q1,EJ_1Q1,H09,,,
EJ_Assay1,O18,R15C18,EMPTY,Q2,EJ_1Q2,H09,,,
EJ_Assay1,O19,R15C19,EMPTY,Q1,EJ_1Q1,H10,,,
EJ_Assay1,O20,R15C20,EMPTY,Q2,EJ_1Q2,H10,,,
EJ_Assay1,O21,R15C21,EMPTY,Q1,EJ_1Q1,H11,,,
EJ_Assay1,O22,R15C22,EMPTY,Q2,EJ_1Q2,H11,,,
EJ_Assay1,O23,R15C23,EMPTY,Q1,EJ_1Q1,H12,,,
EJ_Assay1,O24,R15C24,EMPTY,Q2,EJ_1Q2,H12,,,
EJ_Assay1,P01,R16C1,EMPTY,Q3,EJ_1Q3,H01,,,
EJ_Assay1,P02,R16C2,EMPTY,Q4,EJ_1Q4,H01,,,
EJ_Assay1,P03,R16C3,EMPTY,Q3,EJ_1Q3,H02,,,
EJ_Assay1,P04,R16C4,EMPTY,Q4,EJ_1Q4,H02,,,
EJ_Assay1,P05,R16C5,EMPTY,Q3,EJ_1Q3,H03,,,
EJ_Assay1,P06,R16C6,EMPTY,Q4,EJ_1Q4,H03,,,
EJ_Assay1,P07,R16C7,EMPTY,Q3,EJ_1Q3,H04,,,
EJ_Assay1,P08,R16C8,EMPTY,Q4,EJ_1Q4,H04,,,
EJ_Assay1,P09,R16C9,EMPTY,Q3,EJ_1Q3,H05,,,
EJ_Assay1,P10,R16C10,EMPTY,Q4,EJ_1Q4,H05,,,
EJ_Assay1,P11,R16C11,EMPTY,Q3,EJ_1Q3,H06,,,
EJ_Assay1,P12,R16C12,EMPTY,Q4,EJ_1Q4,H06,,,
EJ_Assay1,P13,R16C13,EMPTY,Q3,EJ_1Q3,H07,,,
EJ_Assay1,P14,R16C14,EMPTY,Q4,EJ_1Q4,H07,,,
EJ_Assay1,P15,R16C15,EMPTY,Q3,EJ_1Q3,H08,,,
EJ_Assay1,P16,R16C16,EMPTY,Q4,EJ_1Q4,H08,,,
EJ_Assay1,P17,R16C17,EMPTY,Q3,EJ_1Q3,H09,,,
EJ_Assay1,P18,R16C18,EMPTY,Q4,EJ_1Q4,H09,,,
EJ_Assay1,P19,R16C19,EMPTY,Q3,EJ_1Q3,H10,,,
EJ_Assay1,P20,R16C20,EMPTY,Q4,EJ_1Q4,H10,,,
EJ_Assay1,P21,R16C21,EMPTY,Q3,EJ_1Q3,H11,,,
EJ_Assay1,P22,R16C22,EMPTY,Q4,EJ_1Q4,H11,,,
EJ_Assay1,P23,R16C23,EMPTY,Q3,EJ_1Q3,H12,,,
EJ_Assay1,P24,R16C24,EMPTY,Q4,EJ_1Q4,H12,,,
